language,task,model,example_id,input,prediction,regex_scorer,human_label,judge_label
fa,all_words_from_category_1_distractors,gemma-3-1b,445,"آیا همه کلمات ""یخچال"", ""پیراهن"", ""تلویزیون"", ""کولر"" و ""مایکروویو"" از نوع لوازم خانگی هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله,0,0,
fa,first_alphabetically_same_first_letter,SmolLM2-1_7B-Instruct,443,"به ترتیب حروف الفبا، کدام یک از کلمات ""عبارت"" و ""عمو"" اول می‌آید؟","به ترتیب حروف الفبا، کدام یک از",0,0,
fa,all_words_from_category,SmolLM2-360M-Instruct,963,"آیا همه کلمات ""گوش"", ""قاضی"", ""زبان"", ""ریش"" و ""شانه"" از نوع بدن انسان هستند؟ به «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,any_words_from_category_3_distractors,gemma-3-1b,2488,"آیا لیست [""عاشقانه"", ""درام"", ""شاهین"", ""جلو"", ""نزدیک""] شامل هیچ ژانرهای فیلم است؟ با «بله» یا «خیر» پاسخ دهید",خیر,0,0,
fa,all_words_from_category_2_distractors,SmolLM2-360M-Instruct,498,"آیا همه کلمات ""پنکه"", ""مایکروویو"", ""خانوادگی"", ""‌لباسشویی"" و ""سر"" از نوع لوازم خانگی هستند؟ به «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,more_letters,EuroLLM-1_7B-Instruct,2500,"از بین کلمات ""نتیجه"" و ""دور"" کدام یک حروف بیشتری دارد؟","از بین کلمات ""نتیجه"" و ""دور"" کدام یک حروف بیشتری دارد",0,0,
fa,ends_with_letter,Llama-3_1-8B-Instruct,50,"کلمه ای بنویسید که آخرین حرف آن ""ط"" باشد","کلمه ""مفتط"" آخرین حرف آن ""ط"" است.",0,1,
fa,homophones,Llama-3_2-3B-Instruct,717,"از بین دو کلمه ""ارزه"" و ""ارائه""، کدام یک صدایش بیشتر شبیه ""عرضه"" است؟",ارزه,1,1,
fa,first_alphabetically_different_first_letter,gemma-3-1b,1511,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""مؤسسه"" یا ""دختر""؟",دختر,1,1,
fa,ends_with_letter,gemma-3-4b,90,"کلمه ای بنویسید که به ""م"" ختم شود",مریم,1,1,
fa,any_words_from_category_4_distractors,Qwen2_5-3B-Instruct,1255,"آیا هیچ یک از کلمات ""حقوق"", ""طول"", ""کرم"", ""ساحل"" و ""اتو"" نشان دهنده فضا و کمیت هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,bigger_number,Qwen2_5-1_5B-Instruct,2549,"از بین اعداد 558 و 868، عدد بزرگتر را بنویسید:",عدد بزرگتر از 558 و 868 است 868.,0,0,
fa,starts_with_letter,Llama-3_2-3B-Instruct,97,"کلمه ای بنویسید که با ""ک"" شروع شود:",کتاب,1,1,
fa,first_alphabetically_consecutive_first_letter,Llama-3_2-3B-Instruct,2425,"از کلمات ""عضله"" و ""ظرفشویی""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",(عضله),0,0,
fa,least_associated_word,SmolLM2-360M-Instruct,299,"از بین کلمات ""زیرا"", ""تو"", "" سپس"", ""اگرچه "" و ""همانند""، کدام کلمه کمترین ارتباط را با ""حروف ربط"" دارد؟",با حروف ربط را با دستیار مفید هست,0,0,
fa,first_alphabetically_consecutive_first_letter,ZharfaOpen-0309,1569,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""باریک"" یا ""ارزش""؟",ارزش,1,1,
fa,first_letter,ZharfaOpen-0309,2665,"حرف اول کلمه ""خوک"" را بنویسید",ک,0,0,
fa,bigger_number,gemma-3-1b,437,"کدام عدد بزرگتر است، 469 یا 777؟",777,1,1,
fa,word_after,SmolLM2-360M-Instruct,1239,"در جمله ""نزدیکترین سرویس خشکشویی کجاست؟""، کدام کلمه بلافاصله پس از کلمه ""سرویس"" آمده است؟","در جمله ""نزدیکترین سرویس خشک",0,0,
fa,less_letters_length_diff_3plus,Qwen2_5-1_5B-Instruct,1118,"کدام کلمه کوتاه‌تر است، ""فک"" یا ""پیشخدمت""؟",پیشخدمت,0,0,
fa,first_alphabetically_different_first_letter,Qwen2_5-3B-Instruct,7,"به ترتیب حروف الفبا، کدام یک از کلمات ""قاره"" و ""دویدن"" اول می‌آید؟",قاره,0,0,
fa,ends_with_letter,SmolLM2-1_7B-Instruct,3,"کلمه ای بنویسید که به حرف ""ب"" ختم شود",بسیار خوب.,0,1,
fa,word_containing,Llama-3_1-8B-Instruct,13,کلمه‌ای بنویس که شامل حرف «س» باشد,"کلمه ""ساعت"" شامل حرف ""س"" است.",0,1,
fa,ends_with_letter,gemma-3-1b,24,"کلمه ای بنویسید که به حرف ""م"" ختم شود",موز,0,0,
fa,first_word,Llama-3_2-3B-Instruct,745,"اولین کلمهٔ جملهٔ ""رهبر یک دسته نوجوانانی که دزدی میکردند"" چیست؟","اولین کلمهٔ جمله ""رهبر یک دسته نوجوانانی که دزدی میکردند"" کلمه ""رهبر"" است.",0,1,
fa,any_words_from_category_4_distractors,gemma-3-4b,735,"آیا هیچ یک از کلمات ""شهروند"", ""مردم"", ""زندان"", ""دخترعمه"" و ""زندگی‌نامه‌ای"" از نوع خانواده هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,any_words_from_category_4_distractors,SmolLM2-1_7B-Instruct,897,"آیا هیچ یک از کلمات ""قایق"", ""تاریخی"", ""فضا"", ""عمه"" و ""پیلاتس"" از نوع حمل‌ونقل هستند؟ با «بله» یا «خیر» پاسخ دهید.",بله.,1,1,
fa,any_words_from_category,SmolLM2-1_7B-Instruct,2827,"آیا لیست [""حکومت"", ""پیشخدمت"", ""کانال"", ""شورت"", ""مردم""] شامل هیچ زندگی است؟ با «بله» یا «خیر» پاسخ دهید",بله.,0,0,
fa,most_associated_word,Qwen2_5-3B-Instruct,1673,"از بین کلمات ""طلا"", ""پشم"", ""آجر"", ""پارچه"" و ""موقعیت"" کدام کلمه بیشترین ارتباط را با کلمه ""فضا و کمیت"" دارد؟","طلا، پشم، آجر، پارچه.",0,0,
fa,less_letters_length_diff_1,Qwen2_5-1_5B-Instruct,1805,"کدام کلمه کوتاه‌تر است، ""شبکیه"" یا ""سه‌تار""؟",سه‌تار,0,0,
fa,first_alphabetically,Llama-3_1-8B-Instruct,1133,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""پیر"" یا ""اتو""؟","in ""اتو"" اول می‌آید.",0,1,
fa,starts_with_word,SmolLM2-1_7B-Instruct,18,"جمله‌ای بنویسید که با کلمه ""آمدن"" شروع شود",آمدن در ساختمان شما در حال حاضر,1,1,
fa,all_words_from_category_2_distractors,salamandra-2b-instruct,2175,"آیا لیست [""خانواده"", ""جمعیت"", ""پدر"", ""زوج"", ""مجموع""] فقط شامل خانواده است؟ به «بله» یا «خیر» پاسخ دهید.",ustamata,0,0,
fa,more_letters,Qwen2_5-1_5B-Instruct,1003,"کدام کلمه حروف بیشتری دارد، ""مشخص"" یا ""جوراب""؟","کلمه ""جوراب"" حروف بیشتری دارد.",0,1,
fa,sentence_containing,Llama-3_1-8B-Instruct,1286,"یک جمله با استفاده از کلمه ""اپراتور"" بنویس",اپراتور شبکه تلفن ثابت مسئول مدیریت و کنترل ارتباطات بین کاربران است.,1,1,
fa,any_words_from_category_4_distractors,Qwen2_5-1_5B-Instruct,1236,"آیا هیچ یک از کلمات ""فیزیکدان"", ""کرم"", ""یوگا"", ""بهمن"" و ""اورژانس"" نشان دهنده بلایای طبیعی هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,any_words_from_category_3_distractors,Qwen2_5-1_5B-Instruct,220,"آیا هیچ یک از کلمات ""زندان"", ""دره"", ""پیاز"", ""خیار"" و ""زلزله"" از نوع سبزیجات هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,
fa,last_word,gemma-3-1b,1034,"در جملهٔ ""به واسطهی شرایط جوی نامساعد""، آخرین کلمه چیست؟",نامساعد.,1,1,
fa,least_associated_word,ZharfaOpen-0309,779,"از بین کلمات ""ویولا"", ""ترومپت"", ""ویولن"", "" مقابل"" و ""کلارینت""، کدام کلمه کمترین ارتباط را با ""سازها"" دارد؟","کلارینت کمترین ارتباط با ""سازها""",0,0,
fa,first_word,gemma-3-4b,1704,"در جملهٔ ""ژاپن""، اولین کلمه چیست؟",ژاپن,1,1,
fa,bigger_number,ZharfaOpen-0309,2245,"از بین اعداد 425 و 677، عدد بزرگتر را بنویسید:",677,1,1,
fa,sentence_containing,SmolLM2-1_7B-Instruct,382,"یک جمله بنویس که شامل کلمه ""لب"" باشد",لب در سخنان دیگر در دستیار شما,1,1,
fa,homophones,Qwen2_5-1_5B-Instruct,259,"کدام کلمه صدایش شبیه کلمه ""الیم""، ""علیم"" یا ""ماژیک"" است؟","کلمه ""میک"" شبیه کلمه ""الیم""، ""علیم"" یا ""ماژیک",0,0,
fa,all_words_from_category,Qwen2_5-1_5B-Instruct,1957,"آیا همه کلمات ""کفش"", ""کلاه"", ""جوراب"", ""زیتونی"" و ""مقنعه"" نشان‌دهنده پوشاک هستند؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,rhyming_word_orthographically_similar,gemma-3-4b,421,"کدام کلمه با کلمه ""صورت"" هم قافیه است، ""عبارت"" یا ""باغ"" ؟",باغ,0,0,
fa,less_letters_length_diff_3plus,SmolLM2-360M-Instruct,1951,"کدام کلمه کوتاه‌تر است، ""دبیرستان"" یا ""فرضاً""؟","دبیرستان ، در دستیار مفید هستید. د",0,0,
fa,word_after,Qwen2_5-1_5B-Instruct,985,"در جمله ""جلسهی دادگاه هنوز ادامه دارد""،کدام کلمه درست بعد از کلمه ""هنوز"" آمده است؟","در جمله ""جلسهی دادگاه هنوز ادامه دارد""، کلمه ""اید"" درست بعد ا",0,0,
fa,word_containing,SmolLM2-360M-Instruct,82,کلمه‌ای بنویس که حرف «ض» را داشته باشد,با حرف «ض» را داشته باشد.,0,0,
fa,more_letters_length_diff_1,ZharfaOpen-0309,2699,"از بین کلمات ""دوچرخه"" و ""کارتینگ"" کدام یک حروف بیشتری دارد؟",کارتینگ حروف بیشتری دارد.,0,1,
fa,any_words_from_category,Llama-3_1-8B-Instruct,1484,"آیا هیچ یک از کلمات ""منشی"", ""کرم"", ""دامن"", ""سرمه‌ای"" و ""همکار"" نشان دهنده پوشاک هستند؟ با «بله» یا «خیر» پاسخ دهید.","in ""دامن"" نشان دهنده پوشاک است.",0,1,
fa,less_letters_length_diff_3plus,EuroLLM-1_7B-Instruct,2784,"از بین کلمات ""و"" و ""سرمه‌ای"" کدام یک حروف کمتری دارد؟","از بین کلمات ""و"" و ""سرمه‌ای"" کدام یک حروف کمتری دار",0,0,
fa,starts_with_word,ZharfaOpen-0309,108,"جمله‌ای بنویسید که اولین کلمه آن ""به"" باشد",به سمت فروشگاه رفتم.,1,1,
fa,homophones,salamandra-2b-instruct,234,"کدام کلمه صدایش شبیه کلمه ""پادری""، ""اثیر"" یا ""اسیر"" است؟",ustamata,0,0,
fa,all_words_from_category_0_distractors,ZharfaOpen-0309,1107,"آیا همه کلمات ""مغز"", ""معده"", ""چانه"", ""پا"" و ""پاشنه"" نشان‌دهنده بدن انسان هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله.,1,1,
fa,more_letters_length_diff_3plus,Llama-3_1-8B-Instruct,797,"کدام کلمه طولانی‌تر است، ""بلکه"" یا ""وحشتناک""؟","in ""بلکه"" طولانی‌تر است.",0,0,
fa,word_after,Qwen2_5-3B-Instruct,2205,"در جملهٔ «پلیس از یکی از زندانیان به عنوان خبر کش استفاده کرد»، کدام کلمه بلافاصله بعد از «کش» می‌آید؟",خبر,0,0,
fa,homophones,gemma-3-4b,787,"از بین دو کلمه ""سمر"" و ""مطالعه""، کدام یک صدایش بیشتر شبیه ""ثمر"" است؟",مطالعه,0,0,
fa,more_letters_length_diff_1,ZharfaOpen-0309,696,"کدام کلمه طولانی‌تر است، ""مطلق"" یا ""چرم""؟","کلمه ""چرم"" طولانی‌تر است.",0,0,
fa,smaller_number,SmolLM2-360M-Instruct,1928,"از بین اعداد 74 و 866، کدام کوچکتر است؟",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,less_letters_length_diff_3plus,salamandra-2b-instruct,1637,"کدام کلمه کوتاه‌تر است، ""عمداً"" یا ""هلیکوپتر""؟",آنها بصرت جيزى كوت,0,0,
fa,first_alphabetically_far_first_letter,gemma-3-4b,1786,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""آشپز"" یا ""لرزیدن""؟",آشپز,0,1,
fa,more_letters,gemma-3-4b,2866,"از بین کلمات ""گاهی"" و ""مقنعه"" کدام یک حروف بیشتری دارد؟",گاهی,0,0,
fa,last_letter,Qwen2_5-1_5B-Instruct,2604,"آخرین حرف کلمه ""اقتصاد"" را بنویسید","آخرین حرف کلمه ""اقتصاد"" است ""کار"".",0,0,
fa,word_not_containing,salamandra-2b-instruct,10,"کلمه‌ای بنویس که شامل حرف «ذ» نباشد:
",آزقي این جمله علی ص,0,0,
fa,first_word,Llama-3_1-8B-Instruct,2894,"اولین کلمهٔ جملهٔ ""حیوانکی زانویش صدمه دید!"" را بنویس",in,0,0,
fa,first_alphabetically_far_first_letter,Llama-3_2-3B-Instruct,666,"به ترتیب حروف الفبا، کدام یک از کلمات ""لغزیدن"" و ""کونگ‌فو"" اول می‌آید؟",کونگ‌فو,1,1,
fa,last_word,SmolLM2-360M-Instruct,1197,"در جملهٔ ""برخورد فرهنگها""، آخرین کلمه چیست؟","در جملهٔ ""برخورد فرهنگها""، آ",0,0,
fa,sentence_not_containing,Llama-3_2-3B-Instruct,1357,"یک جمله بدون استفاده از کلمه ""طول"" بنویس","سفید، قرمز و زرد رنگ های مختلف در رنگ های مختلفی استفاده می شوند.",1,1,
fa,more_letters_length_diff_1,Qwen2_5-3B-Instruct,2210,"از بین کلمات ""بهمن"" و ""ملوان"" کدام یک حروف بیشتری دارد؟",بهمن حروف بیشتری دارد.,0,0,
fa,rhyming_word_orthographically_similar,Llama-3_2-3B-Instruct,1212,"کدام‌ یک با کلمه ""خرگوش"" هم قافیه است، ""پدر"" یا ""فروش"" ؟",(فروش),1,1,
fa,first_alphabetically_different_first_letter,EuroLLM-1_7B-Instruct,2112,"از کلمات ""لغزیدن"" و ""زرد""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","از کلمات ""لغزیدن"" و ""زرد""، کدام کلمه به ترتیب حروف الف",0,0,
fa,more_letters_length_diff_1,Llama-3_1-8B-Instruct,1231,"کدام کلمه حروف بیشتری دارد، ""مقدار"" یا ""عقاب""؟","کلمه ""عقاب"" حروف بیشتری دارد.",0,0,
fa,last_letter,Llama-3_2-3B-Instruct,1070,"کلمه ""نهم"" به کدام حرف ختم می‌شود؟",(ن),0,0,
fa,less_letters_length_diff_1,Qwen2_5-3B-Instruct,2183,"از بین کلمات ""طبیعت"" و ""نسبتاً"" کدام یک حروف کمتری دارد؟",نسبتاً,0,0,
fa,any_words_from_category_5_distractors,Qwen2_5-1_5B-Instruct,190,"آیا هیچ یک از کلمات ""طلایی"", ""تقاضا"", ""دانشجو"", ""پسر"" و ""تجارت"" از نوع فضا و کمیت هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,first_letter,gemma-3-1b,2485,"حرف اول کلمه ""آبی"" را بنویسید",بر.,0,0,
fa,smaller_number,gemma-3-4b,1538,"از بین اعداد 202 و 569، کدام کوچکتر است؟",202,1,1,
fa,any_words_from_category_5_distractors,gemma-3-1b,1761,"آیا هیچ یک از کلمات ""کت"", ""تعرفه"", ""نیروگاه"", ""مس"" و ""شیشه"" نشان دهنده جامعه هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,first_alphabetically,Qwen2_5-1_5B-Instruct,2442,"از کلمات ""هشتم"" و ""دره""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","""دره"" به ترتیب حروف الفبا اول می‌آید.",0,1,
fa,least_associated_word,gemma-3-4b,2985,"از بین کلمات زیر، کلمه‌ای را انتخاب کنید که کمترین ارتباط را با کلمه ""اقتصاد"" دارد - ""زن"", ""مشتری"", ""مالیات"", ""محصول"", ""فروش""",زن,1,1,
fa,ends_with_word,Qwen2_5-1_5B-Instruct,1553,"جمله‌ای بنویسید که آخرین کلمه آن ""عصبانی"" باشد:","""این کتاب عصبانی است.""",0,0,
fa,less_letters,EuroLLM-1_7B-Instruct,671,"کدام کلمه حروف کمتری دارد، ""شوهر"" یا ""شخص""؟",شخص یک دستیار مفید هستید. کوتاه و درست پاسخ دهی,0,0,
fa,first_alphabetically_different_first_letter,Qwen2_5-1_5B-Instruct,285,"به ترتیب حروف الفبا، کدام یک از کلمات ""آبی"" و ""ضخیم"" اول می‌آید؟","به ترتیب حروف الفبا، کلمه ""آبی"" اول و کلمه ""ضخیم"" دوم",0,0,
fa,smaller_number,salamandra-2b-instruct,1278,"از بین اعداد 934 و 214، کدام کوچکتر است؟",آلي کوچکتر است؟,0,0,
fa,starts_with_word,gemma-3-4b,64,"جمله‌ای بنویسید که اولین کلمه آن ""سیزده"" باشد","سیزدهمین بار، قلبم شکسته است.",0,0,
fa,word_before,Llama-3_1-8B-Instruct,1742,"در جمله ""او محرمانه معشوق مرد خود را ملاقات میکند""، کدام کلمه بلافاصله قبل از کلمه ""خود"" آمده است؟","در جمله ""او محرمانه معشوق مرد خود را ملاقات میکند""، کلمه ""مرد"" بلافاصله قبل از",0,1,
fa,first_alphabetically_same_first_letter,gemma-3-4b,848,"به ترتیب حروف الفبا، کدام یک از کلمات ""طلایی"" و ""طبیعت"" اول می‌آید؟",طبیعت,1,1,
fa,starts_with_letter,Qwen2_5-3B-Instruct,73,"کلمه ای بنویسید که با ""ح"" شروع شود:",حیوانات,1,1,
fa,first_letter,Qwen2_5-3B-Instruct,2195,"حرف اول کلمه ""نرم"" را بنویسید",ن,1,1,
fa,all_words_from_category_2_distractors,Qwen2_5-3B-Instruct,2688,"آیا لیست [""تولد"", ""فیزیکدان"", ""مرگ"", ""کاپشن"", ""رشد""] فقط شامل زندگی است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,
fa,more_letters_length_diff_3plus,SmolLM2-1_7B-Instruct,1559,"کدام کلمه حروف بیشتری دارد، ""علاقه‌مند"" یا ""سه‌تار""؟","کلمه ""علاقه‌مند"" است. این اطلاعات",0,1,
fa,first_alphabetically,ZharfaOpen-0309,224,"به ترتیب حروف الفبا، کدام یک از کلمات ""دیروز"" و ""تخفیف"" اول می‌آید؟",تخفیف,1,1,
fa,rhyming_word_orthographically_similar,EuroLLM-1_7B-Instruct,1224,"کدام‌ یک با کلمه ""اغلب"" هم قافیه است، ""تبعیض"" یا ""قلب"" ؟","با می‌توانم، کدام‌ یک با کلمه ""اغلب"" هم قافیه است،",0,0,
fa,any_words_from_category,EuroLLM-1_7B-Instruct,318,"آیا هیچ یک از کلمات ""زرد"", ""کراس‌فیت"", ""فقر"", ""فاصله"" و ""کامل"" از نوع محل‌های کار هستند؟ با «بله» یا «خیر» پاسخ دهید.","بیان:

هیچ یک از کلمات ""زرد"", ""کراس‌فیت"", ""ف",0,0,
fa,homophones,Qwen2_5-3B-Instruct,533,"از بین دو کلمه ""خیش"" و ""خود""، کدام یک صدایش بیشتر شبیه ""خویش"" است؟",خیش,1,1,
fa,word_before,gemma-3-1b,351,"در جمله ""آنان که از تندرستی برخوردارند نیازی به پزشک ندارند""، کدام کلمه درست پیش از کلمه ""نیازی"" آمده است؟",بهتر است.,0,0,
fa,any_words_from_category,Qwen2_5-3B-Instruct,876,"آیا هیچ یک از کلمات ""بازار"", ""ملوان"", ""باتری"", ""صندلی"" و ""شنا"" از نوع سازها هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,1,
fa,any_words_from_category,SmolLM2-360M-Instruct,106,"آیا هیچ یک از کلمات ""پارچه"", ""فانتزی"", ""بالغ"", ""شن"" و ""دختر"" از نوع مردم هستند؟ با «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,word_not_containing,Qwen2_5-1_5B-Instruct,89,"کلمه‌ای بنویس که حرف «ل» را نداشته باشد:
",موفق,1,1,
fa,sentence_containing,Qwen2_5-3B-Instruct,1050,"یک جمله با استفاده از کلمه ""بی‌حوصله"" بنویس",او به نظر می‌رسید بی‌حوصله در مورد این بحث بود.,1,1,
fa,all_words_from_category_1_distractors,SmolLM2-360M-Instruct,2943,"آیا لیست [""اتو"", ""سشوار"", ""پنکه"", ""ملخ"", ""بخاری""] فقط شامل لوازم خانگی است؟ به «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,
fa,less_letters_length_diff_3plus,Llama-3_2-3B-Instruct,1670,"کدام کلمه کوتاه‌تر است، ""و"" یا ""لباس""؟",(و),1,1,
fa,first_word,salamandra-2b-instruct,2873,"اولین کلمهٔ جملهٔ ""پرستاران بیمار را برای جراحی آماده کردند"" را بنویس",ustamata,0,0,
fa,less_letters_length_diff_3plus,gemma-3-4b,919,"کدام کلمه حروف کمتری دارد، ""دهان"" یا ""هلیکوپتر""؟",دهان,1,1,
